Product,Price,Actual Price,Rating,Storage
"POCO M6 5G (Galactic Black, 128 GB)","₹10,499","₹13,999","4.348,146 Ratings & 2,478 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo X200 5G (Cosmos Black, 512 GB)","₹71,999","₹80,999",4.8122 Ratings & 18 Reviews,16 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera5800 mAh BatteryDimensity 9400 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Google Pixel 8 (Hazel, 256 GB)","₹52,999","₹82,999","4.417,461 Ratings & 1,370 Reviews",8 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 10.5MP Front Camera4575 mAh BatteryTensor G3 Processor1 Year Domestic Warranty
"vivo Y29 5G (Titanium Gold, 128 GB)","₹13,999","₹16,499",4.4200 Ratings & 13 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.97 cm (6.68 inch) Display50MP + 0.08MP | 8MP Front Camera5500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Z9S PRO 5G (Flamboyant Orange, 256 GB)","₹27,792","₹33,999",4.5290 Ratings & 25 Reviews,12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5500 mAh Battery1 YEAR
"IQOO Z9 Lite 5G (?Aqua Flow, 128 GB)","₹10,860","₹14,499","4.22,037 Ratings & 104 Reviews",4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 YEAR
"IQOO Z9 Lite 5G (Mocha Brown, 128 GB)","₹10,592","₹14,499","4.22,037 Ratings & 104 Reviews",4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 YEAR
"realme NARZO N65 5G (DEEP GREEN, 128 GB)","₹10,895","₹13,999",4.3803 Ratings & 36 Reviews,4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"vivo V30 Pro 5G (Andaman Blue, 256 GB)","₹34,999","₹46,999","4.56,265 Ratings & 781 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo V50 5G (Starry Night, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"realme NARZO N65 5G (AMBER GOLD, 128 GB)","₹10,747","₹13,999",4.3803 Ratings & 36 Reviews,4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"Apple iPhone 15 (Green, 256 GB)","₹74,999","₹79,900","4.62,47,011 Ratings & 8,985 Reviews","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
"SAMSUNG Galaxy A05 (Black, 64 GB)","₹9,999","₹12,499",4.4424 Ratings & 24 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Z9 5G (Brushed Green, 256 GB)","₹19,060","₹26,999","4.43,597 Ratings & 210 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year on Handset and 6 Months on Accessories
"Nokia 105 PDS, Keypad Mobile Phone with FM Radio, Memory Card Slot","₹1,899",N/A,"41,800 Ratings & 105 Reviews",4 MB RAM | 4 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera1000 mAh Lithium Ion BatteryMTK6261D ProcessorNo Warranty on this Product
"vivo V30 5G (Andaman Blue, 256 GB)","₹31,449","₹40,999","4.57,726 Ratings & 695 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,599",N/A,"41,39,561 Ratings & 8,496 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera800 mAh Lithium Ion BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES
Nokia 105 Classic without Charger,"₹1,249",N/A,"3.93,671 Ratings & 162 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera800 mAh BatterySC6531E Processor1 Month Company Domestic Warranty by Company Authorized Service Center.
"IQOO Z9 (Brushed Green, 128 GB)","₹18,369","₹24,999","4.41,887 Ratings & 144 Reviews",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"OPPO Reno13 5G (Ivory White, 256 GB)","₹39,999","₹43,999","4.41,795 Ratings & 251 Reviews",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"SAMSUNG galaxy M15 5G (Stone Grey, 128 GB)","₹14,309","₹17,999",4.196 Ratings & 6 Reviews,8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryMediaTek ProcessorDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories.
Nokia 106,"₹1,219","₹1,699","3.93,188 Ratings & 182 Reviews",32 MB RAM | 32 MB ROM17.02 cm (6.7 inch) Display1000 mAh BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES
MOTOROLA A50V Dual Sim Keypad Phone|1750 mAh Battery|1.8inch Display|Expandable Upto 32GB,"₹1,393","₹1,699",4.1880 Ratings & 46 Reviews,4 MB RAM | 0.05 GB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display1750 mAh Battery2 Years Domestic Replacement Warranty
"vivo Y18 (Space Black, 128 GB)","₹8,499","₹13,999","4.11,433 Ratings & 56 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryHelios G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo X200 5G (Natural Green, 512 GB)","₹71,999","₹80,999",4.8122 Ratings & 18 Reviews,16 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera5800 mAh BatteryDimensity 9400 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo Y18 (Gem Green, 128 GB)","₹8,499","₹13,999","4.11,433 Ratings & 56 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryHelios G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OPPO Reno13 5G (Luminous Blue, 128 GB)","₹37,999","₹41,999","4.41,795 Ratings & 251 Reviews",8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"POCO X7 5G (Cosmic Silver, 256 GB)","₹20,999","₹27,999","4.31,503 Ratings & 194 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo Y18 (Space Black, 64 GB)","₹7,999","₹12,999","4.11,433 Ratings & 56 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryHelios G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"SAMSUNG Galaxy F55 5G (Apricot Crush, 256 GB)","₹26,999","₹34,999",4523 Ratings & 55 Reviews,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 50MP Front Camera5000 mAh Battery7 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Apple iPhone 15 (Green, 128 GB)","₹64,999","₹69,900","4.62,47,011 Ratings & 8,985 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
Jio B1,"₹1,588","₹2,599","3.72,597 Ratings & 100 Reviews",50 MB RAM | 50 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2000 mAh Battery1 Year Manufacturer Warranty
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo V50 5G (Rose Red, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"POCO X7 5G (Yellow, 128 GB)","₹18,999","₹24,999","4.31,503 Ratings & 194 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro 5G (Coral Purple, 256 GB)","₹21,999","₹30,999","4.334,817 Ratings & 2,774 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG M15 (Celestial Blue, 128 GB)","₹11,988","₹15,999",4.1214 Ratings & 16 Reviews,4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh Battery1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"SAMSUNG M15 (Blue Topaz, 128 GB)","₹11,868","₹15,999",4.1214 Ratings & 16 Reviews,4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh Battery1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Apple iPhone 15 Plus (Green, 128 GB)","₹68,999","₹79,900","4.641,942 Ratings & 2,385 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
"vivo Y300 5G (Titanium Silver, 128 GB)","₹21,999","₹26,999","4.41,416 Ratings & 87 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Display50MP + 2MP | 32MP Front Camera5000 mAh Battery4 Gen 2 Processor1 Year Warranty on Handset and 6 Months on Inbox Accessories
"vivo Y18t (Gem Green, 128 GB)","₹8,499","₹13,999",4.2112 Ratings & 5 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories
"vivo X80 Pro (Cosmic Black, 256 GB)","₹42,990","₹86,999","4.31,026 Ratings & 198 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Quad HD Display50MP + 48MP + 12MP + 8MP | 32MP Front Camera4700 mAh Lithium BatteryQualcomm Snapdragon 8 Gen 1 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories
"realme C65 5G (Glowing Black, 64 GB)","₹10,499","₹13,999","4.24,973 Ratings & 220 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Kechaoda K33,₹999,"₹2,200","410,493 Ratings & 607 Reviews",32 MB RAM | 32 GB ROM | Expandable Upto 32 MB3.66 cm (1.44 inch) NA Display0.3MP + 0MP | 0MP Front Camera800 mAh BatteryNA Processor1 Year Manufacturer Warranty
LAVA LF9000,"₹1,729","₹2,099",4.1579 Ratings & 34 Reviews,20 MB RAM | 20 MB ROM7.11 cm (2.8 inch) Display1.3MP Rear Camera2575 mAh BatteryNo warranty
"vivo Y18 (Gem Green, 64 GB)","₹9,490","₹12,999","4.11,433 Ratings & 56 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryHelios G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)","₹22,999",N/A,"4.14,029 Ratings & 301 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatteryExynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"OnePlus N20 SE (BLUE OASIS, 64 GB)","₹10,724","₹16,999","4.12,463 Ratings & 102 Reviews",4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh BatteryNo Warranty.
"POCO F6 5G (Black, 256 GB)","₹26,999","₹35,999","4.36,023 Ratings & 611 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
LAVA LF9000,"₹1,749","₹2,099",4.1579 Ratings & 34 Reviews,20 MB RAM | 20 MB ROM7.11 cm (2.8 inch) Quarter QVGA Display1.3MP Rear Camera2575 mAh Battery1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"itel A50 (Lime Green, 64 GB)","₹6,211","₹7,399",4.3184 Ratings & 12 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T603 Processor1 Year manufacturer
"Google Pixel 7a (Coral, 128 GB)","₹31,999","₹43,999","4.126,047 Ratings & 2,593 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty
"REDMI Note 14 5G (Mystique White, 128 GB)","₹19,500","₹22,999",4.3351 Ratings & 29 Reviews,8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5110 mAh Battery1 Year
Jio V2 Keypad Phone with (UPI) Locked New,₹999,"₹1,999","3.71,594 Ratings & 73 Reviews",20 MB RAM | 20 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty
"SAMSUNG Galaxy S23 Plus 5G (Cream, 512 GB)","₹64,999","₹1,28,999",4.5259 Ratings & 38 Reviews,8 GB RAM | 512 GB ROM16.76 cm (6.6 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4700 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Google Pixel 7a (Snow, 128 GB)","₹31,999","₹43,999","4.126,047 Ratings & 2,593 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"REDMI Note 13 Pro 5G (Midnight Black, 256 GB)","₹21,999","₹30,999","4.334,817 Ratings & 2,774 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo V50 5G (Rose Red, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"POCO X7 Pro 5G (Yellow, 256 GB)","₹27,999","₹31,999","4.32,955 Ratings & 600 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy Z Fold5 (Phantom Black, 256 GB)","₹97,999","₹1,59,999",4.6500 Ratings & 27 Reviews,12 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Display50MP + 12MP + 10MP4400 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"realme P1 5G (Peacock Green, 128 GB)","₹15,475","₹21,999","4.445,981 Ratings & 2,571 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OPPO A3x 5G (Starlight White, 128 GB)","₹12,499","₹15,999","4.21,798 Ratings & 77 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5100 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 13 Pro 5G (Emerald Green, 512 GB)","₹26,999","₹34,999",4.3654 Ratings & 52 Reviews,12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"SAMSUNG Galaxy S23 Plus 5G (Cream, 256 GB)","₹84,999","₹1,16,999",4.5259 Ratings & 38 Reviews,8 GB RAM | 256 GB ROM16.76 cm (6.6 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4700 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"IQOO Z9 LITE 5G (Aqua Flow, 128 GB)","₹11,787","₹15,499","4.33,447 Ratings & 139 Reviews",6 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 YEAR
"realme P1 5G (Phoenix Red, 128 GB)","₹15,740","₹21,999","4.445,981 Ratings & 2,571 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"SAMSUNG Galaxy A55 5G (Awesome Navy, 128 GB)","₹34,599","₹43,124","4.41,226 Ratings & 106 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"OPPO F27 5G (Emerald Green, 128 GB)","₹20,999","₹26,999","4.21,408 Ratings & 79 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Nothing Phone (2a) Plus (Community Edition, 256 GB)","₹29,999","₹31,999","4.45,126 Ratings & 382 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 7350 Pro 5G Processor1 Year Manufacturing Warranty
"REDMI Note 13 Pro 5G (Midnight Black, 256 GB)","₹21,680","₹30,999","4.334,817 Ratings & 2,774 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG galaxy M15 5G (Celestrial Blue, 128 GB)","₹12,739","₹16,999","4.33,082 Ratings & 143 Reviews",6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryMediaTek ProcessorDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories.
"OPPO A3 Pro 5G (Moonlight Purple, 256 GB)","₹19,999","₹22,999","4.31,799 Ratings & 76 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 2MP | 8MP Front Camera5100 mAh BatteryDimensity 6300 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 12 Pro+ 5G (Navigator Beige, 128 GB)","₹21,999","₹34,999","4.426,074 Ratings & 3,058 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 12 Pro+ 5G (Explorer Red, 128 GB)","₹21,999","₹34,999","4.426,074 Ratings & 3,058 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
hmd 105 Dual Sim,₹994,"₹1,499",4.1895 Ratings & 76 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) Display1000 mAh BatterySC6531E Processor1 Year Replacement.
I Kall K41-New with four sim support,"₹1,750","₹2,999",3.9483 Ratings & 19 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) Display0.3MP Rear Camera4000 mAh BatteryOne year manufacture warranty
Kechaoda A27,₹899,"₹1,499","413,073 Ratings & 780 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor1 Year Domestic Warranty
Kechaoda A27,₹899,"₹1,499","413,073 Ratings & 780 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA ProcessorNO WARRANTY
"POCO M6 5G (Galactic Black, 256 GB)","₹13,499","₹15,999","4.219,331 Ratings & 1,074 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"IQOO Neo9 Pro (Conqueror Black, 128 GB)","₹32,999","₹39,999",4.6543 Ratings & 36 Reviews,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year
"OnePlus 12 (Flowy Emerald, 512 GB)","₹61,999","₹69,999","4.61,399 Ratings & 127 Reviews",16 GB RAM | 512 GB ROM17.32 cm (6.82 inch) Display64MP Rear Camera5400 mAh Battery1 Year Brand Warranty
"REDMI Note 13 Pro 5G (Midnight Black, 256 GB)","₹22,499","₹32,999","4.39,207 Ratings & 683 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A3x (Ocean Blue, 128 GB)","₹9,999","₹13,999",4.2531 Ratings & 38 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5100 mAh Battery6s 4G Gen1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OPPO A3x (Nebula Red, 128 GB)","₹9,999","₹13,999",4.2531 Ratings & 38 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5100 mAh Battery6s 4G Gen1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Jio B1 Keypad Phone (UPI) Locked,"₹1,499","₹2,499","3.53,071 Ratings & 113 Reviews",50 MB RAM | 50 MB ROM | Expandable Upto 128 GB6.1 cm (2.4 inch) VGA Display0.3MP + 0MP | 0MP Front Camera2000 mAh Battery1 Year Manufacturer Warranty
