Product,Price,Actual Price,Rating,Storage
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Whitesilver, 256 GB)","₹1,29,999",N/A,4.7996 Ratings & 131 Reviews,12 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Infinix SMART 8 (Galaxy White, 128 GB)","₹8,999","₹10,999","4.311,124 Ratings & 633 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"realme C65 5G (Speedy Red, 128 GB)","₹12,490","₹16,999","4.31,008 Ratings & 50 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme C65 5G (Feather Green, 128 GB)","₹12,790","₹16,999","4.31,008 Ratings & 50 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Google Pixel 7 (Lemongrass, 128 GB)","₹33,999","₹59,999","4.318,080 Ratings & 2,014 Reviews",8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 Processor1 Year warranty
Kechaoda K115,₹997,"₹1,499","4.138,800 Ratings & 2,581 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB3.66 cm (1.44 inch) QVGA Display0.3MP + 0MP | 0MP Front Camera850 mAh BatteryNO Processor1 Month Company Domestic Warranty by Company Authorized Service Center.
"SAMSUNG Galaxy A35 5G (Awesome Navy, 256 GB)","₹28,999","₹36,999","4.34,654 Ratings & 345 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"POCO M7 Pro 5G (Lunar Dust, 128 GB)","₹13,999","₹18,999","4.34,279 Ratings & 500 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme GT 6T 5G (Miracle Purple, 256 GB)","₹30,489","₹37,999",4.5822 Ratings & 82 Reviews,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹13,499","₹16,999","4.231,504 Ratings & 2,477 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Infinix SMART 8 (Timber Black, 64 GB)","₹7,299","₹8,999","4.333,619 Ratings & 1,912 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"Infinix SMART 8 (Shiny Gold, 64 GB)","₹7,299","₹8,999","4.333,619 Ratings & 1,912 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo V50 5G (Titanium Grey, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"Infinix SMART 8 (Rainbow Blue, 64 GB)","₹7,299","₹8,999","4.333,619 Ratings & 1,912 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"Motorola G85 5G (Urban Grey, 256 GB)","₹19,999","₹22,999","4.456,465 Ratings & 3,149 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy S24 Ultra 5G (Titanium Black, 512 GB)","₹1,44,999",N/A,"4.62,610 Ratings & 280 Reviews",12 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 50MP + 12MP + 10MP | 12MP Front Camera5000 mAh BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"OnePlus Nord 4 5G (Oasis Green, 128 GB)","₹23,999","₹29,999","4.41,425 Ratings & 85 Reviews",8 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year
itel it2165s,₹928,"₹1,349",4.1876 Ratings & 40 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) QVGA Display0.3MP Rear Camera1200 mAh BatteryUnisoc Processor1 year manufacturer warranty
"SAMSUNG Galaxy M15 5G (Stone Grey, 128 GB)","₹11,949","₹15,999",4.2417 Ratings & 26 Reviews,4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Super AMOLED Display50MP Rear Camera6000 mAh Battery1 Year Manufacturer Warranty for Device.
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Gray, 256 GB)","₹1,29,999",N/A,4.7996 Ratings & 131 Reviews,12 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"IQOO Z9 LITE 5G (Mocha Brown, 128 GB)","₹10,899","₹14,499","4.22,037 Ratings & 104 Reviews",4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 YEAR
"REDMI 14C 5G (Stardust Purple, 64 GB)","₹9,999","₹12,999",4.1417 Ratings & 29 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹12,499","₹15,999","4.113,003 Ratings & 1,063 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"realme 14 Pro 5G (Jaipur Pink, 256 GB)","₹26,999","₹29,999","4.42,216 Ratings & 242 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
itel it2165s,₹869,"₹1,349",4.1876 Ratings & 40 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) QVGA Display0.3MP Rear Camera1200 mAh BatteryUnisoc Processor1 year manufacturer warranty
itel it2165s,₹849,"₹1,349",4.1876 Ratings & 40 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) QVGA Display0.3MP Rear Camera1200 mAh BatteryUnisoc Processor1 year manufacturer warranty
"IQOO Z9SPRO 5G (Luxe Marble, 256 GB)","₹24,462","₹31,999",4.544 Ratings & 2 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5500 mAh Battery1 YEAR
"Apple iPhone 16 Pro (White Titanium, 128 GB)","₹1,12,900","₹1,19,900","4.71,102 Ratings & 62 Reviews","128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
"IQOO Z9S PRO 5G (Luxe Marble, 256 GB)","₹30,989","₹33,999",4.5290 Ratings & 25 Reviews,12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5500 mAh Battery1 YEAR
"realme 14 Pro 5G (Pearl White, 128 GB)","₹24,999","₹27,999","4.42,216 Ratings & 242 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OnePlus Nord 4 5G (Mercurial Silver, 128 GB)","₹27,951","₹29,999","4.41,425 Ratings & 85 Reviews",8 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year
"realme GT 6T 5G (Razor Green, 256 GB)","₹27,278","₹35,999","4.52,234 Ratings & 168 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year
"realme 70 TURBO 5G (Turbo Yellow, 128 GB)","₹15,020","₹20,131","4.32,550 Ratings & 211 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty
"SAMSUNG Galaxy M15 5G (Stone Grey, 128 GB)","₹11,930","₹15,999",4.2417 Ratings & 26 Reviews,4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Super AMOLED Display50MP Rear Camera6000 mAh Battery1 Year Manufacturer Warranty for Device.
"POCO X7 Pro 5G (Obsidian Black, 256 GB)","₹29,999","₹33,999","4.41,634 Ratings & 267 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo Y58 5G (Sundarbans Green, 128 GB)","₹16,680","₹24,156",4.4590 Ratings & 25 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6000 mAh Battery4 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo V50 5G (Rose Red, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"SAMSUNG Galaxy A05 (Silver, 128 GB)","₹8,138","₹14,999",4.3468 Ratings & 21 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
itel it2165s,₹899,"₹1,349",4.1876 Ratings & 40 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) QVGA Display0.3MP Rear Camera1200 mAh BatteryUnisoc Processor1 year manufacturer warranty
"SAMSUNG Galaxy A35 5G (Awesome Lilac, 256 GB)","₹28,999","₹36,999","4.34,654 Ratings & 345 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"OnePlus Nord 4 5G (Oasis Green, 256 GB)","₹29,999","₹32,990",4.4323 Ratings & 17 Reviews,12 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year
"POCO X7 Pro 5G (Obsidian Black, 256 GB)","₹27,999","₹31,999","4.32,955 Ratings & 600 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy A23 5G (Silver, 128 GB)","₹21,999","₹28,990","4.12,981 Ratings & 190 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP | 8MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 695 (SM6375) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"realme Narzo N65 5G (Deep Green, 128 GB)","₹10,790","₹13,999",4.3803 Ratings & 36 Reviews,4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"OPPO A3x 5G (Starry Purple, 64 GB)","₹11,499","₹14,999","4.21,798 Ratings & 77 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5100 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Apple iPhone 16 Pro (White Titanium, 1 TB)","₹1,62,900","₹1,69,900","4.71,102 Ratings & 62 Reviews","1 TB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
"Infinix HOT 40i (Starlit Black, 256 GB)","₹9,999","₹10,999","4.122,014 Ratings & 1,308 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"Infinix HOT 40i (Palm Blue, 256 GB)","₹9,999","₹10,999","4.122,014 Ratings & 1,308 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"Infinix HOT 40i (Horizon Gold, 256 GB)","₹9,999","₹10,999","4.122,014 Ratings & 1,308 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"Infinix HOT 40i (Starfall Green, 256 GB)","₹9,999","₹10,999","4.122,014 Ratings & 1,308 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"realme 14 Pro+ 5G (Suede Grey, 128 GB)","₹29,999","₹33,999","4.42,938 Ratings & 532 Reviews",8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI 14C 5G (Stargaze Black, 128 GB)","₹10,999","₹13,999",4.1417 Ratings & 29 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A3 5G (Ocean Blue, 128 GB)","₹14,999","₹19,999",4.2697 Ratings & 37 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5100 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI 14C 5G (Starlight Blue, 128 GB)","₹10,999","₹13,999",4.1417 Ratings & 29 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Google Pixel 7 (Snow, 128 GB)","₹33,999","₹59,999","4.318,080 Ratings & 2,014 Reviews",8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 ProcessorNA
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Gray, 512 GB)","₹1,41,999",N/A,4.7996 Ratings & 131 Reviews,12 GB RAM | 512 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo V50 5G (Titanium Grey, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
LAVA Hero Shakti Keypad Mobile|1.8 inch Big Display|Auto Call Recording|Wireless FM,₹910,"₹1,199","4.12,281 Ratings & 144 Reviews",32 GB ROM4.57 cm (1.8 inch) Display800 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"Apple iPhone 16 Pro (White Titanium, 512 GB)","₹1,42,900","₹1,49,900","4.71,102 Ratings & 62 Reviews","512 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Glorious Orange, 32 GB)","₹5,399","₹6,799","4.11,912 Ratings & 64 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB16.76 cm (6.6 inch) HD Display5MP + 0.3MP4000 mAh BatteryUnisoc SC9863A1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"SAMSUNG Galaxy Z Fold5 (Icy Blue, 512 GB)","₹1,03,999","₹1,69,999",4.6500 Ratings & 27 Reviews,12 GB RAM | 512 GB ROM15.75 cm (6.2 inch) Display50MP + 12MP + 10MP4400 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"OPPO A3 Pro 5G (Moonlight Purple, 128 GB)","₹17,499","₹21,999","4.31,799 Ratings & 76 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD Display50MP + 50MP + 2MP | 13MP Dual Front Camera5100 mAh BatteryDimensity 6300 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme C65 5G (Glowing Black, 128 GB)","₹12,697","₹14,990","4.31,008 Ratings & 50 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 70 TURBO 5G (Turbo Yellow, 128 GB)","₹16,305","₹20,999","4.41,889 Ratings & 165 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty
"realme C63 (Leather Blue, 64 GB)","₹8,499","₹9,999","4.39,788 Ratings & 503 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix Note 40 5G (Titan Gold, 256 GB)","₹15,999","₹24,999","4.28,949 Ratings & 916 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 7020 Processor1 Year on Handset
"Infinix Note 40 5G (Obsidian Black, 256 GB)","₹15,999","₹24,999","4.28,949 Ratings & 916 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 7020 Processor1 Year on Handset
"IQOO Z9 Lite 5G (Aqua Flow, 128 GB)","₹11,400","₹15,499","4.33,447 Ratings & 139 Reviews",6 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 YEAR
